image_path,Category,Prompt,Clip_score_Gemini,Clip_score_SD,Blip_score_SD,Blip_score_Gemini
Generated_images_Gemini/img_001.png,Nature,"A misty pine forest at dawn, soft golden light filtering through the trees, a deer silhouetted in the distance.",0.3125046491622925,0.32057520747184753,0.9997078776359558,0.9994587302207947
Generated_images_Gemini/img_002.png,Nature,A remote mountain lake reflecting snow-capped peaks under a perfectly clear blue sky.,0.33179283142089844,0.2923692762851715,0.9937521815299988,0.9987311959266663
Generated_images_Gemini/img_003.png,Nature,"Rolling green hills under a dramatic, fast-moving cloudscape, painted in soft pastel tones.",0.3325626254081726,0.30455636978149414,0.975380539894104,0.9998273849487305
Generated_images_Gemini/img_004.png,Nature,An aerial view of a winding river cutting through a dense tropical rainforest.,0.34623056650161743,0.35561901330947876,0.9988924860954285,0.998706579208374
Generated_images_Gemini/img_005.png,Nature,"The Milky Way arching above an ancient desert ruin, the ground lit faintly by starlight.",0.36593160033226013,0.352544903755188,0.9999058246612549,0.9999406337738037
Generated_images_Gemini/img_006.png,Nature,A time-lapse effect of swirling star trails over a frozen alpine meadow.,0.3554040789604187,0.3630840480327606,0.9991858601570129,0.9995213747024536
Generated_images_Gemini/img_007.png,Nature,"Aurora borealis dancing above a quiet fishing village, its lights shimmering on the fjord.",0.3926892876625061,0.37104782462120056,0.9988623857498169,0.999462902545929
Generated_images_Gemini/img_008.png,Nature,A wall of thunderclouds rolling across open prairie just before a summer storm.,0.30187496542930603,0.3243635594844818,0.999208390712738,0.9946065545082092
Generated_images_Gemini/img_009.png,Nature,"Rain falling in silver sheets over a quiet mountain cabin, lit warmly from within.",0.3284182846546173,0.36115697026252747,0.9945861101150513,0.999769389629364
Generated_images_Gemini/img_010.png,Nature,A bolt of lightning striking the ocean surface under a turbulent purple sky.,0.35294434428215027,0.3722066879272461,0.9996299743652344,0.9998015761375427
Generated_images_Gemini/img_011.png,Nature,"A golden retriever bounding through autumn leaves, mouth open in pure joy.",0.34989866614341736,0.3515101373195648,0.9997630715370178,0.9998012185096741
Generated_images_Gemini/img_012.png,Nature,"A tabby cat perched on a sunlit windowsill, watching raindrops race down the glass.",0.34882158041000366,0.34097403287887573,0.997552216053009,0.9982646107673645
Generated_images_Gemini/img_013.png,Nature,A small red fox peeking out from behind tall meadow grass in the golden hour light.,0.33533039689064026,0.294866144657135,0.9927456974983215,0.9998132586479187
Generated_images_Gemini/img_014.png,Nature,Close-up of a honeybee collecting pollen from a vibrant sunflower.,0.32022130489349365,0.295189768075943,0.9974381923675537,0.9904948472976685
Generated_images_Gemini/img_015.png,Nature,"A tiny hummingbird mid-flight, wings frozen in sharp detail, sipping from a red hibiscus.",0.33240172266960144,0.3307904303073883,0.9957180619239807,0.9994877576828003
Generated_images_Gemini/img_016.png,Nature,Dew-covered spiderweb glistening in the soft morning sun.,0.3175053596496582,0.31413260102272034,0.9977651834487915,0.9996235370635986
Generated_images_Gemini/img_017.png,Nature,A field of lavender swaying gently in the breeze under a peach-colored sunset.,0.34813055396080017,0.3548028767108917,0.9956183433532715,0.9990807771682739
Generated_images_Gemini/img_018.png,Nature,Wildflowers blooming along a rocky alpine trail in early spring.,0.32434624433517456,0.3412823975086212,0.9993447661399841,0.9984524250030518
Generated_images_Gemini/img_019.png,Nature,"A single white lotus floating on a still pond, framed by soft ripples.",0.3513604700565338,0.34832963347435,0.9992772936820984,0.9997348189353943
Generated_images_Gemini/img_020.png,Nature,"Bright tulips after a light rain, each petal beaded with water droplets.",0.32435178756713867,0.2840310335159302,0.9967231154441833,0.9998291730880737
Generated_images_Gemini/img_021.png,Cityscapes and structures,"A grand Gothic cathedral illuminated at night, its intricate spires casting long shadows.",0.3201521337032318,0.30598166584968567,0.04659857600927353,0.9924168586730957
Generated_images_Gemini/img_022.png,Cityscapes and structures,"A modern glass skyscraper reflecting a sunset skyline, with passing clouds mirrored in its façade.",0.367282509803772,0.33331388235092163,0.9994876384735107,0.9998152852058411
Generated_images_Gemini/img_023.png,Cityscapes and structures,"An ancient stone bridge over a quiet canal, lined with ivy-covered buildings.",0.3140904903411865,0.33259984850883484,0.9986893534660339,0.9997501969337463
Generated_images_Gemini/img_024.png,Cityscapes and structures,A cozy street café tucked beneath the arches of a 19th-century building.,0.283337265253067,0.2985510528087616,0.7231106758117676,0.988396167755127
Generated_images_Gemini/img_025.png,Cityscapes and structures,A luxurious seaside villa with floor-to-ceiling windows opening onto a private infinity pool.,0.31851837038993835,0.3052103519439697,0.9826393127441406,0.9995368719100952
Generated_images_Gemini/img_026.png,Cityscapes and structures,"An urban loft apartment with exposed brick walls, industrial lighting, and large arched windows.",0.318724662065506,0.3508399724960327,0.9996691942214966,0.9989731311798096
Generated_images_Gemini/img_027.png,Cityscapes and structures,"A rustic countryside cottage with a thatched roof, surrounded by blooming gardens.",0.3442161977291107,0.33982932567596436,0.9998563528060913,0.999822199344635
Generated_images_Gemini/img_028.png,Cityscapes and structures,A sleek penthouse balcony overlooking a glittering night skyline.,0.3404272794723511,0.3469082713127136,0.9997320771217346,0.9989381432533264
Generated_images_Gemini/img_029.png,Cityscapes and structures,A top-down view of a bustling city square with colorful market stalls and winding streets.,0.33774641156196594,0.33014458417892456,0.967474639415741,0.9234761595726013
Generated_images_Gemini/img_030.png,Cityscapes and structures,An aerial shot of a coastal city where high-rises meet a turquoise shoreline.,0.29857128858566284,0.31651976704597473,0.9994999170303345,0.9991253018379211
Generated_images_Gemini/img_031.png,Cityscapes and structures,"A bird’s-eye view of a busy highway interchange, lit by streams of car headlights at dusk.",0.246499702334404,0.2919576168060303,0.9229298233985901,0.6301680207252502
Generated_images_Gemini/img_032.png,Cityscapes and structures,A panoramic aerial view of a mountain city surrounded by autumn foliage.,0.36203786730766296,0.3690284490585327,0.9997890591621399,0.9688510894775391
Generated_images_Gemini/img_033.png,Cityscapes and structures,A foggy morning skyline where only the tallest towers emerge above the mist.,0.3192439377307892,0.2745429277420044,0.9968634843826294,0.9886552095413208
Generated_images_Gemini/img_034.png,Cityscapes and structures,"A vibrant downtown street at night, neon lights reflecting on wet pavement.",0.3202390670776367,0.3492499887943268,0.9996449947357178,0.9991826415061951
Generated_images_Gemini/img_035.png,Cityscapes and structures,"A historic European plaza with ornate fountains, bustling with pedestrians.",0.318317711353302,0.329290509223938,0.998824417591095,0.9991533756256104
Generated_images_Gemini/img_036.png,Cityscapes and structures,A narrow alleyway lined with colorful murals and hanging lanterns.,0.35912472009658813,0.3689183294773102,0.9998719692230225,0.9998800754547119
Generated_images_Gemini/img_037.png,Cityscapes and structures,A futuristic megacity with flying vehicles weaving between colossal towers.,0.33439505100250244,0.329861044883728,0.9997434020042419,0.9997978806495667
Generated_images_Gemini/img_038.png,Cityscapes and structures,"A quiet suburban street lined with identical houses, each with a small manicured garden.",0.31802958250045776,0.32969632744789124,0.9922122955322266,0.9996893405914307
Generated_images_Gemini/img_039.png,Cityscapes and structures,"A derelict industrial factory reclaimed by nature, vines crawling over rusted beams.",0.34742510318756104,0.3411960303783417,0.9997430443763733,0.9998353719711304
Generated_images_Gemini/img_040.png,Cityscapes and structures,A drone shot of a desert city where golden sand dunes meet sprawling urban development.,0.33202168345451355,0.32676202058792114,0.9997342228889465,0.9998495578765869
Generated_images_Gemini/img_041.png,People,"A close-up portrait of an elderly man with deep-set eyes and a weathered face, lit by warm window light.",0.32676151394844055,0.31134408712387085,0.9997096657752991,0.999629020690918
Generated_images_Gemini/img_042.png,People,"A studio headshot of a young woman in a crisp white shirt, with soft shadows and a clean backdrop.",0.3066016435623169,0.3273237645626068,0.997368574142456,0.9986088871955872
Generated_images_Gemini/img_043.png,People,"A candid photo of a child laughing, cheeks flushed, strands of hair catching the sunlight.",0.3272766172885895,0.3301168382167816,0.9995930790901184,0.9985193610191345
Generated_images_Gemini/img_044.png,People,A dramatic black-and-white portrait of a jazz musician holding his saxophone.,0.3368346095085144,0.3072816729545593,0.9976208806037903,0.9976096153259277
Generated_images_Gemini/img_045.png,People,"A runway model walking in a flowing silk gown, spotlights catching the shimmering fabric.",0.3427526652812958,0.3418278992176056,0.9991909861564636,0.9995049238204956
Generated_images_Gemini/img_046.png,People,"A street-style shot of a man in a tailored suit and sneakers, leaning casually against a graffiti wall.",0.3555763363838196,0.3749234080314636,0.999570906162262,0.9998288154602051
Generated_images_Gemini/img_047.png,People,"A high-fashion editorial image with bold makeup, oversized accessories, and a surreal backdrop.",0.32276904582977295,0.30587390065193176,0.9748217463493347,0.9997919201850891
Generated_images_Gemini/img_048.png,People,"A cozy autumn fashion shoot in a park, with models wrapped in chunky knit scarves.",0.3121176064014435,0.36359578371047974,0.9997829794883728,0.9560573697090149
Generated_images_Gemini/img_049.png,People,"A soccer player mid-air, striking the ball towards goal, dirt flying from the field.",0.29220670461654663,0.2728614807128906,0.017213962972164154,0.9229140877723694
Generated_images_Gemini/img_050.png,People,"A swimmer diving into a crystal-clear pool, caught at the exact moment before breaking the water’s surface.",0.30916935205459595,0.3171754479408264,0.984446108341217,0.9937584400177002
Generated_images_Gemini/img_051.png,People,"A skateboarder performing a trick off a stair set, frozen in sharp focus against the city skyline.",0.3265763521194458,0.34335818886756897,0.9148687124252319,0.9691651463508606
Generated_images_Gemini/img_052.png,People,A sprinter exploding out of the starting blocks under stadium lights.,0.2933385372161865,0.3079257309436798,0.5268288850784302,0.9994518160820007
Generated_images_Gemini/img_053.png,People,"An elderly couple walking hand-in-hand down a rainy city street, sharing a single umbrella.",0.3349684178829193,0.3506135940551758,0.5052239894866943,0.9906084537506104
Generated_images_Gemini/img_054.png,People,A fruit vendor smiling behind a colorful market stall in a bustling alleyway.,0.3258635699748993,0.3729231059551239,0.992256760597229,0.9982151985168457
Generated_images_Gemini/img_055.png,People,"A street musician playing violin at sunset, with passersby stopping to listen.",0.3375565707683563,0.36018985509872437,0.9989249110221863,0.9996774196624756
Generated_images_Gemini/img_056.png,People,"A group of teenagers laughing together on a curbside, holding ice cream cones.",0.3600299656391144,0.34968340396881104,0.9997603297233582,0.9997528195381165
Generated_images_Gemini/img_057.png,People,A bride and groom sharing a quiet moment under a canopy of fairy lights.,0.3452190160751343,0.3642384707927704,0.9993960857391357,0.9996483325958252
Generated_images_Gemini/img_058.png,People,A traditional wedding procession with vibrant attire and floral garlands.,0.3452019691467285,0.3317021131515503,0.9989737272262573,0.9959165453910828
Generated_images_Gemini/img_059.png,People,A candid shot of guests dancing joyfully at a wedding reception.,0.34042438864707947,0.33265674114227295,0.9937566518783569,0.9708694219589233
Generated_images_Gemini/img_060.png,People,A child scattering flower petals down an outdoor wedding aisle.,0.39581215381622314,0.3848022520542145,0.9999116659164429,0.9999145269393921
Generated_images_Gemini/img_061.png,Commercial,"A perfectly plated gourmet burger with melted cheddar, fresh lettuce, and sesame bun, steam rising under warm studio lights.",0.28724202513694763,0.2912004888057709,0.3634088337421417,0.9996428489685059
Generated_images_Gemini/img_062.png,Commercial,"An ice-cold glass of lemonade with condensation droplets, placed on a rustic wooden table with sliced lemons beside it.",0.32807302474975586,0.3436654210090637,0.999230146408081,0.9994019269943237
Generated_images_Gemini/img_063.png,Commercial,"A top-down view of a colorful breakfast spread — croissants, fresh berries, coffee, and a vase of flowers.",0.3391551375389099,0.3640287220478058,0.9999496936798096,0.9998810291290283
Generated_images_Gemini/img_064.png,Commercial,"A decadent chocolate cake slice on a white porcelain plate, surrounded by cocoa powder and broken chocolate pieces.",0.3027922809123993,0.18210574984550476,0.009603246115148067,0.9996949434280396
Generated_images_Gemini/img_065.png,Commercial,"A steaming bowl of ramen with vibrant toppings, photographed with shallow depth of field.",0.32624074816703796,0.321584016084671,0.9866055846214294,0.5868532657623291
Generated_images_Gemini/img_066.png,Commercial,A sleek smartphone displayed on a reflective black surface with glowing neon accents.,0.31453004479408264,0.3113056719303131,0.9191118478775024,0.9909071922302246
Generated_images_Gemini/img_067.png,Commercial,"A luxury wristwatch resting on a leather-bound notebook, with soft directional lighting highlighting its details.",0.33529940247535706,0.30693188309669495,0.7833532691001892,0.9943937063217163
Generated_images_Gemini/img_068.png,Commercial,A pair of high-end headphones placed next to a laptop on a clean minimalist desk.,0.3230411410331726,0.3265348970890045,0.9819115400314331,0.9993382096290588
Generated_images_Gemini/img_069.png,Commercial,"A sports shoe mid-motion, captured with a splash of water for a dynamic effect.",0.33224213123321533,0.30446699261665344,0.8093166351318359,0.9995244741439819
Generated_images_Gemini/img_070.png,Commercial,A designer perfume bottle surrounded by petals and soft golden backlighting.,0.347432941198349,0.3507842719554901,0.9687906503677368,0.9999144077301025
Generated_images_Gemini/img_071.png,Commercial,"An open hardcover book on a cozy armchair, with a cup of tea and a blanket draped nearby.",0.35593265295028687,0.30802831053733826,0.9984660148620605,0.9999343156814575
Generated_images_Gemini/img_072.png,Commercial,A stack of colorful children’s books on a bright wooden table with crayons scattered around.,0.3297310173511505,0.3132336735725403,0.9995111227035522,0.9998698234558105
Generated_images_Gemini/img_073.png,Commercial,"A fantasy novel placed on moss and stone, with magical glowing light effects around it.",0.3299555778503418,0.3195638954639435,0.11429054290056229,0.9999510049819946
Generated_images_Gemini/img_074.png,Commercial,A book cover mockup leaning against a stack of old classics on a library shelf.,0.26457223296165466,0.2886638343334198,0.5745788216590881,0.7714346647262573
Generated_images_Gemini/img_075.png,Commercial,"A yoga mat, water bottle, and workout gear arranged in soft natural sunlight.",0.35873252153396606,0.36504876613616943,0.9997017979621887,0.9994304776191711
Generated_images_Gemini/img_076.png,Commercial,A travel backpack on a mountain ledge with a sweeping valley view behind it.,0.33243027329444885,0.3552889823913574,0.9994841814041138,0.9995922446250916
Generated_images_Gemini/img_077.png,Commercial,"A candle and essential oil diffuser set on a wooden shelf, surrounded by green plants.",0.37372344732284546,0.31550827622413635,0.9993477463722229,0.9999632835388184
Generated_images_Gemini/img_078.png,Commercial,A set of premium kitchen knives displayed against a background of fresh vegetables.,0.34272539615631104,0.36167508363723755,0.9924449324607849,0.9996731281280518
Generated_images_Gemini/img_079.png,Commercial,"A sunglasses ad shot with a model on a sunny beach, golden reflections in the lenses.",0.3293497860431671,0.3294474482536316,0.9985547661781311,0.9997054934501648
Generated_images_Gemini/img_080.png,Commercial,A luxury car parked in front of a modern glass building at twilight.,0.26350638270378113,0.3516864776611328,0.9997155070304871,0.9983533620834351
Generated_images_Gemini/img_081.png,Artistic,"A rustic still life of fresh pears, a ceramic jug, and a folded linen cloth on a weathered wooden table.",0.34006884694099426,0.3742378056049347,0.9999332427978516,0.9999516010284424
Generated_images_Gemini/img_082.png,Artistic,"A painter’s desk scattered with brushes, paint tubes, and a half-finished canvas.",0.3168639838695526,0.3451835513114929,0.9744570851325989,0.995890736579895
Generated_images_Gemini/img_083.png,Artistic,"A vintage typewriter with an unfinished letter, next to a vase of wilting roses.",0.3292340338230133,0.34102895855903625,0.9948630928993225,0.9999326467514038
Generated_images_Gemini/img_084.png,Artistic,"An arrangement of seashells, driftwood, and glass bottles in soft morning light.",0.35543298721313477,0.29664576053619385,0.9761272072792053,0.9998761415481567
Generated_images_Gemini/img_085.png,Artistic,"A high-contrast black-and-white portrait of a ballerina mid-spin, fabric flowing.",0.36522921919822693,0.3381858170032501,0.9988252520561218,0.999902606010437
Generated_images_Gemini/img_086.png,Artistic,"Rain falling on a city street, with reflections shimmering on cobblestones.",0.3035115599632263,0.3457772731781006,0.9975724816322327,0.9931561350822449
Generated_images_Gemini/img_087.png,Artistic,"A solitary tree in a fog-covered field, its branches stark against the sky.",0.34845688939094543,0.3409343361854553,0.9993489384651184,0.9996218681335449
Generated_images_Gemini/img_088.png,Artistic,"A close-up of wrinkled hands clasped together, rich in texture and shadow.",0.3110632300376892,0.3062819838523865,0.9997194409370422,0.9998757839202881
Generated_images_Gemini/img_089.png,Artistic,"A classically styled portrait reminiscent of Renaissance paintings, rich in warm tones.",0.3064101040363312,0.2827104926109314,0.9605737328529358,0.986918032169342
Generated_images_Gemini/img_090.png,Artistic,A dramatic scene of a violin resting on an antique chair in a dimly lit room.,0.3305322229862213,0.34364497661590576,0.9990179538726807,0.9995412826538086
Generated_images_Gemini/img_091.png,Artistic,A figure in flowing silk walking through a dim gallery of marble sculptures.,0.3176943361759186,0.31585490703582764,0.797806978225708,0.9998670816421509
Generated_images_Gemini/img_092.png,Artistic,A delicate still life of white lilies and crystal glassware on a dark velvet background.,0.3786023259162903,0.377841979265213,0.9999514818191528,0.9999433755874634
Generated_images_Gemini/img_093.png,Artistic,"A floating staircase leading into a cloud-filled sky, bathed in golden light.",0.2977558970451355,0.3005566895008087,0.9924339056015015,0.9998551607131958
Generated_images_Gemini/img_094.png,Artistic,A woman standing in a desert with a giant clock face buried in the sand.,0.3442588448524475,0.3643168807029724,0.9990562796592712,0.9969047904014587
Generated_images_Gemini/img_095.png,Artistic,A city skyline bending into a perfect circle like a tiny planet.,0.252058744430542,0.20781971514225006,0.039598409086465836,0.9747496843338013
Generated_images_Gemini/img_096.png,Artistic,A glowing moon resting in a small wooden rowboat on a calm lake.,0.3639456033706665,0.3576805293560028,0.9993416666984558,0.9990899562835693
Generated_images_Gemini/img_097.png,Artistic,Swirls of vivid acrylic paint blending into each other in close-up detail.,0.2969179153442383,0.3307993710041046,0.9997227787971497,0.9888725876808167
Generated_images_Gemini/img_098.png,Artistic,A macro shot of oil droplets suspended in colorful water.,0.3392563462257385,0.3531508147716522,0.9991064667701721,0.9981094598770142
Generated_images_Gemini/img_099.png,Artistic,A fragmented mirror reflecting different parts of a single face.,0.27376264333724976,0.3268522322177887,0.9987989664077759,0.9473713636398315
Generated_images_Gemini/img_100.png,Artistic,Light trails forming chaotic yet harmonious patterns against a black background.,0.2782710790634155,0.2828470468521118,0.9922757744789124,0.8268662095069885
